commence_time,home_team,away_team
2022-03-13T01:10:00Z,Chicago Bulls,Cleveland Cavaliers
2022-12-01T01:10:00Z,Minnesota Timberwolves,Memphis Grizzlies
2022-03-14T23:40:00Z,Atlanta Hawks,Portland Trail Blazers
2022-01-02T00:10:00Z,Detroit Pistons,San Antonio Spurs
2022-11-22T01:10:48Z,Minnesota Timberwolves,Miami Heat
2022-02-10T01:10:00Z,Oklahoma City Thunder,Toronto Raptors
2022-10-22T00:14:04Z,Houston Rockets,Memphis Grizzlies
2022-01-11T00:40:00Z,Boston Celtics,Indiana Pacers
2022-03-01T01:10:00Z,Oklahoma City Thunder,Sacramento Kings
2022-03-25T00:10:00Z,New Orleans Pelicans,Chicago Bulls
2021-11-02T23:10:00Z,Detroit Pistons,Milwaukee Bucks
2022-11-17T01:40:32Z,Dallas Mavericks,Houston Rockets
2022-02-13T02:10:00Z,Phoenix Suns,Orlando Magic
2022-12-15T00:40:00Z,Toronto Raptors,Sacramento Kings
2021-12-05T01:40:51Z,Golden State Warriors,San Antonio Spurs
2022-10-27T02:10:00Z,Denver Nuggets,Los Angeles Lakers
2022-02-03T03:13:03Z,Utah Jazz,Denver Nuggets
2022-12-15T03:10:00Z,Los Angeles Clippers,Minnesota Timberwolves
2022-03-17T00:40:00Z,San Antonio Spurs,Oklahoma City Thunder
2022-01-13T02:10:00Z,Utah Jazz,Cleveland Cavaliers
2022-10-21T23:45:52Z,Miami Heat,Boston Celtics
2022-03-10T01:40:23Z,Dallas Mavericks,New York Knicks
2022-03-30T23:10:39Z,Indiana Pacers,Denver Nuggets
2022-11-08T00:40:00Z,Detroit Pistons,Oklahoma City Thunder
2022-11-19T01:40:38Z,New Orleans Pelicans,Boston Celtics
2021-11-28T01:05:00Z,Houston Rockets,Charlotte Hornets
2021-11-13T01:10:39Z,Memphis Grizzlies,Phoenix Suns
2022-01-09T00:10:21Z,Detroit Pistons,Orlando Magic
2022-03-26T02:00:00Z,Portland Trail Blazers,Houston Rockets
2021-10-23T01:14:41Z,Denver Nuggets,San Antonio Spurs
2021-12-29T01:10:13Z,New Orleans Pelicans,Cleveland Cavaliers
2022-10-25T23:30:00Z,New Orleans Pelicans,Dallas Mavericks
2022-04-08T23:41:00Z,Toronto Raptors,Houston Rockets
2022-11-10T01:11:14Z,Minnesota Timberwolves,Phoenix Suns
2021-11-05T23:40:18Z,Toronto Raptors,Cleveland Cavaliers
2022-12-28T00:40:00Z,Indiana Pacers,Atlanta Hawks
2021-11-07T23:12:02Z,New York Knicks,Cleveland Cavaliers
2022-02-11T03:10:00Z,Golden State Warriors,New York Knicks
2022-03-07T00:10:35Z,Oklahoma City Thunder,Utah Jazz
2022-02-15T02:13:12Z,Denver Nuggets,Orlando Magic
2022-03-03T00:10:00Z,Orlando Magic,Indiana Pacers
2022-02-16T01:10:26Z,New Orleans Pelicans,Memphis Grizzlies
2022-03-20T22:00:00Z,Sacramento Kings,Phoenix Suns
2021-11-18T00:10:54Z,Detroit Pistons,Indiana Pacers
2021-11-11T01:40:46Z,San Antonio Spurs,Sacramento Kings
2022-02-15T01:12:28Z,Chicago Bulls,San Antonio Spurs
2022-04-06T01:10:13Z,Utah Jazz,Memphis Grizzlies
2021-11-21T00:40:00Z,Boston Celtics,Oklahoma City Thunder
2022-05-09T23:30:00Z,Milwaukee Bucks,Boston Celtics
2022-12-20T01:10:00Z,Houston Rockets,San Antonio Spurs
2022-11-10T01:05:00Z,Chicago Bulls,New Orleans Pelicans
2022-12-03T00:40:00Z,Cleveland Cavaliers,Orlando Magic
2021-11-02T02:40:00Z,Los Angeles Clippers,Oklahoma City Thunder
2022-01-15T00:10:00Z,Indiana Pacers,Phoenix Suns
2022-03-21T23:15:47Z,Detroit Pistons,Portland Trail Blazers
2022-11-13T23:10:00Z,Washington Wizards,Memphis Grizzlies
2022-03-28T23:40:00Z,Miami Heat,Sacramento Kings
2022-04-24T19:30:00Z,Denver Nuggets,Golden State Warriors
2022-04-06T00:10:00Z,Chicago Bulls,Milwaukee Bucks
2023-01-05T00:40:00Z,New York Knicks,San Antonio Spurs
2021-12-14T00:40:41Z,Boston Celtics,Milwaukee Bucks
2022-11-19T01:10:00Z,Chicago Bulls,Orlando Magic
2021-10-27T00:40:00Z,San Antonio Spurs,Los Angeles Lakers
2021-10-20T02:15:00Z,Los Angeles Lakers,Golden State Warriors
2021-11-25T00:10:00Z,Orlando Magic,Charlotte Hornets
2022-11-15T01:10:00Z,Houston Rockets,Los Angeles Clippers
2022-03-27T23:40:00Z,Brooklyn Nets,Charlotte Hornets
2021-11-11T01:40:00Z,San Antonio Spurs,Sacramento Kings
2021-11-23T01:40:12Z,San Antonio Spurs,Phoenix Suns
2022-12-08T01:10:00Z,New Orleans Pelicans,Detroit Pistons
2022-12-11T20:40:57Z,New Orleans Pelicans,Phoenix Suns
2021-11-05T23:10:00Z,Orlando Magic,San Antonio Spurs
2022-11-27T23:00:00Z,Boston Celtics,Washington Wizards
2022-10-20T00:10:00Z,San Antonio Spurs,Charlotte Hornets
2021-12-17T00:10:29Z,Indiana Pacers,Detroit Pistons
2021-12-11T01:10:00Z,Oklahoma City Thunder,Los Angeles Lakers
2022-02-13T00:10:41Z,Charlotte Hornets,Memphis Grizzlies
2022-02-13T01:40:00Z,Dallas Mavericks,Los Angeles Clippers
2021-11-01T23:10:42Z,Indiana Pacers,San Antonio Spurs
2022-01-17T20:48:48Z,Memphis Grizzlies,Chicago Bulls
2022-01-23T18:10:00Z,New York Knicks,Los Angeles Clippers
2022-04-23T23:43:24Z,Brooklyn Nets,Boston Celtics
2022-04-03T00:00:00Z,Chicago Bulls,Miami Heat
2022-03-27T22:10:00Z,Washington Wizards,Golden State Warriors
2022-10-23T23:13:09Z,Cleveland Cavaliers,Washington Wizards
2021-11-07T23:10:24Z,Orlando Magic,Utah Jazz
2021-11-13T00:45:00Z,Boston Celtics,Milwaukee Bucks
2022-02-13T01:11:46Z,Miami Heat,Brooklyn Nets
2022-12-10T22:12:33Z,Miami Heat,San Antonio Spurs
2022-12-18T20:10:00Z,Boston Celtics,Orlando Magic
2022-02-26T03:10:00Z,Los Angeles Lakers,Los Angeles Clippers
2022-03-26T02:10:00Z,Portland Trail Blazers,Houston Rockets
2022-11-11T01:10:00Z,New Orleans Pelicans,Portland Trail Blazers
2022-11-26T01:11:07Z,Houston Rockets,Atlanta Hawks
2022-03-12T02:11:05Z,Phoenix Suns,Toronto Raptors
2022-11-15T00:41:57Z,Miami Heat,Phoenix Suns
2022-04-02T17:00:00Z,New York Knicks,Cleveland Cavaliers
2022-01-20T03:40:00Z,Los Angeles Lakers,Indiana Pacers
2023-01-05T00:10:00Z,Orlando Magic,Oklahoma City Thunder
2022-11-12T23:10:00Z,Washington Wizards,Utah Jazz
2021-12-23T03:10:00Z,Sacramento Kings,Los Angeles Clippers
2022-01-17T01:10:00Z,Minnesota Timberwolves,Golden State Warriors
2021-10-24T23:10:48Z,Oklahoma City Thunder,Philadelphia 76ers
2022-01-11T00:40:00Z,New York Knicks,San Antonio Spurs
2022-02-18T00:10:00Z,Charlotte Hornets,Miami Heat
2022-04-25T23:02:57Z,Brooklyn Nets,Boston Celtics
2022-11-06T02:10:00Z,Phoenix Suns,Portland Trail Blazers
2022-03-25T23:40:19Z,Atlanta Hawks,Golden State Warriors
2022-11-21T00:10:00Z,Cleveland Cavaliers,Miami Heat
2022-12-16T01:10:45Z,Memphis Grizzlies,Milwaukee Bucks
2022-11-02T23:41:39Z,New York Knicks,Atlanta Hawks
2021-12-09T01:10:00Z,Memphis Grizzlies,Dallas Mavericks
2022-04-20T23:11:26Z,Boston Celtics,Brooklyn Nets
2022-01-28T00:30:00Z,Philadelphia 76ers,Los Angeles Lakers
2022-10-25T00:10:00Z,Houston Rockets,Utah Jazz
2022-01-01T01:10:29Z,Oklahoma City Thunder,New York Knicks
2022-12-31T01:14:00Z,Chicago Bulls,Detroit Pistons
2022-10-22T02:10:00Z,Portland Trail Blazers,Phoenix Suns
2022-01-06T01:10:51Z,Milwaukee Bucks,Toronto Raptors
2022-02-26T00:10:00Z,Orlando Magic,Houston Rockets
2022-11-02T02:05:00Z,Phoenix Suns,Minnesota Timberwolves
2022-04-10T23:10:00Z,New York Knicks,Toronto Raptors
2022-12-28T01:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2021-10-21T23:30:00Z,Atlanta Hawks,Dallas Mavericks
2022-11-03T23:10:00Z,Orlando Magic,Golden State Warriors
2022-11-12T00:10:59Z,Boston Celtics,Denver Nuggets
2022-01-12T01:10:00Z,Memphis Grizzlies,Golden State Warriors
2022-03-27T00:10:24Z,Cleveland Cavaliers,Chicago Bulls
2021-11-20T02:10:00Z,Denver Nuggets,Chicago Bulls
2021-12-01T03:10:00Z,Portland Trail Blazers,Detroit Pistons
2022-01-16T01:10:00Z,Oklahoma City Thunder,Cleveland Cavaliers
2022-03-23T23:45:31Z,Memphis Grizzlies,Brooklyn Nets
2022-12-29T00:40:20Z,Atlanta Hawks,Brooklyn Nets
2022-02-09T02:00:00Z,Denver Nuggets,New York Knicks
2023-01-03T00:40:00Z,Brooklyn Nets,San Antonio Spurs
2022-04-23T00:30:00Z,Chicago Bulls,Milwaukee Bucks
2022-04-05T23:10:35Z,Orlando Magic,Cleveland Cavaliers
2022-01-08T01:10:37Z,Chicago Bulls,Washington Wizards
2022-11-18T03:10:00Z,Sacramento Kings,San Antonio Spurs
2021-10-30T00:10:33Z,New Orleans Pelicans,Sacramento Kings
2022-12-13T00:05:00Z,Indiana Pacers,Miami Heat
2022-02-26T00:10:17Z,Indiana Pacers,Oklahoma City Thunder
2021-12-05T00:40:00Z,Brooklyn Nets,Chicago Bulls
2022-01-22T00:40:25Z,Atlanta Hawks,Miami Heat
2021-12-11T00:10:00Z,Charlotte Hornets,Sacramento Kings
2022-11-18T03:40:00Z,Los Angeles Clippers,Detroit Pistons
2022-01-23T20:40:00Z,Washington Wizards,Boston Celtics
2021-11-25T01:10:00Z,Minnesota Timberwolves,Miami Heat
2022-04-02T00:10:37Z,Oklahoma City Thunder,Detroit Pistons
2021-12-16T01:40:22Z,San Antonio Spurs,Charlotte Hornets
2021-12-18T03:00:00Z,Sacramento Kings,Memphis Grizzlies
2022-01-04T03:40:00Z,Los Angeles Clippers,Minnesota Timberwolves
2022-11-04T23:10:00Z,Detroit Pistons,Cleveland Cavaliers
2022-11-19T01:10:00Z,Houston Rockets,Indiana Pacers
2021-11-21T23:10:24Z,Detroit Pistons,Los Angeles Lakers
2022-12-08T01:10:39Z,Memphis Grizzlies,Oklahoma City Thunder
2022-02-27T01:10:59Z,Cleveland Cavaliers,Washington Wizards
2022-01-26T00:11:00Z,Philadelphia 76ers,New Orleans Pelicans
2021-11-09T01:10:00Z,Chicago Bulls,Brooklyn Nets
2022-12-08T01:10:19Z,Chicago Bulls,Washington Wizards
2021-12-24T03:10:24Z,Golden State Warriors,Memphis Grizzlies
2022-10-19T23:13:48Z,Indiana Pacers,Washington Wizards
2022-12-17T01:10:14Z,Oklahoma City Thunder,Minnesota Timberwolves
2021-10-25T23:40:00Z,Toronto Raptors,Chicago Bulls
2022-11-13T00:10:49Z,Detroit Pistons,Boston Celtics
2022-11-16T00:32:39Z,New Orleans Pelicans,Memphis Grizzlies
2022-04-06T01:10:00Z,Utah Jazz,Memphis Grizzlies
2021-10-30T23:59:00Z,Memphis Grizzlies,Miami Heat
2022-02-26T02:10:52Z,Phoenix Suns,New Orleans Pelicans
2022-02-03T00:40:39Z,Boston Celtics,Charlotte Hornets
2022-11-17T01:40:00Z,Dallas Mavericks,Houston Rockets
2021-11-25T01:10:31Z,New Orleans Pelicans,Washington Wizards
2022-03-11T00:48:59Z,Philadelphia 76ers,Brooklyn Nets
2021-11-30T03:40:00Z,Los Angeles Clippers,New Orleans Pelicans
2021-12-27T00:11:00Z,Oklahoma City Thunder,New Orleans Pelicans
2022-04-07T23:40:00Z,Toronto Raptors,Philadelphia 76ers
2022-12-09T00:42:03Z,Miami Heat,Los Angeles Clippers
2022-12-17T00:45:49Z,Philadelphia 76ers,Golden State Warriors
2022-10-27T00:10:00Z,Minnesota Timberwolves,San Antonio Spurs
2021-10-22T00:13:36Z,Miami Heat,Milwaukee Bucks
2022-11-18T03:11:43Z,Portland Trail Blazers,Brooklyn Nets
2022-03-06T20:40:00Z,Milwaukee Bucks,Phoenix Suns
2022-11-23T01:11:03Z,Memphis Grizzlies,Sacramento Kings
2021-11-09T03:40:00Z,Los Angeles Lakers,Charlotte Hornets
2022-01-27T00:40:25Z,Atlanta Hawks,Sacramento Kings
2022-02-28T00:10:33Z,Charlotte Hornets,Detroit Pistons
2021-11-13T00:10:00Z,Charlotte Hornets,New York Knicks
2022-05-11T23:07:21Z,Boston Celtics,Milwaukee Bucks
2022-04-06T23:45:22Z,New York Knicks,Brooklyn Nets
2022-05-26T00:30:00Z,Miami Heat,Boston Celtics
2022-01-26T00:40:40Z,Boston Celtics,Sacramento Kings
2022-10-27T23:40:00Z,Brooklyn Nets,Dallas Mavericks
2022-04-19T23:33:23Z,Miami Heat,Atlanta Hawks
2022-02-01T00:10:32Z,Indiana Pacers,Los Angeles Clippers
2022-01-08T01:10:00Z,Oklahoma City Thunder,Minnesota Timberwolves
2021-10-31T00:10:00Z,Chicago Bulls,Utah Jazz
2022-12-20T00:10:00Z,Cleveland Cavaliers,Utah Jazz
2021-11-06T02:10:00Z,Portland Trail Blazers,Indiana Pacers
2022-02-16T01:10:56Z,Minnesota Timberwolves,Charlotte Hornets
2021-11-23T02:10:00Z,Utah Jazz,Memphis Grizzlies
2021-12-25T17:08:16Z,New York Knicks,Atlanta Hawks
2022-04-06T23:10:00Z,Detroit Pistons,Dallas Mavericks
2022-10-18T23:35:27Z,Boston Celtics,Philadelphia 76ers
2022-12-01T02:10:00Z,Utah Jazz,Los Angeles Clippers
2021-11-28T20:40:00Z,Los Angeles Clippers,Golden State Warriors
2022-02-09T00:36:03Z,Brooklyn Nets,Boston Celtics
2022-10-24T23:40:38Z,Miami Heat,Toronto Raptors
2022-01-04T01:10:24Z,New Orleans Pelicans,Utah Jazz
2022-02-13T01:10:00Z,Miami Heat,Brooklyn Nets
2022-01-13T00:10:00Z,Philadelphia 76ers,Charlotte Hornets
2022-05-14T02:00:00Z,Golden State Warriors,Memphis Grizzlies
2022-11-08T01:15:00Z,Atlanta Hawks,Milwaukee Bucks
2022-04-05T23:10:00Z,Indiana Pacers,Philadelphia 76ers
2021-11-21T00:10:00Z,Washington Wizards,Miami Heat
2022-01-25T01:10:00Z,Oklahoma City Thunder,Chicago Bulls
2022-12-06T00:10:45Z,Orlando Magic,Milwaukee Bucks
2021-11-18T00:40:15Z,Atlanta Hawks,Boston Celtics
2022-12-15T01:10:18Z,San Antonio Spurs,Portland Trail Blazers
2022-12-07T00:32:00Z,Cleveland Cavaliers,Los Angeles Lakers
2022-12-20T01:10:27Z,New Orleans Pelicans,Milwaukee Bucks
2022-11-10T01:10:23Z,Chicago Bulls,New Orleans Pelicans
2022-04-03T17:10:00Z,Milwaukee Bucks,Dallas Mavericks
2022-11-27T23:05:00Z,Boston Celtics,Washington Wizards
2022-05-11T02:00:00Z,Phoenix Suns,Dallas Mavericks
2022-04-12T23:00:00Z,Brooklyn Nets,Cleveland Cavaliers
2021-12-28T03:11:18Z,Portland Trail Blazers,Dallas Mavericks
2021-11-28T02:00:00Z,Utah Jazz,New Orleans Pelicans
2021-12-02T01:10:02Z,Milwaukee Bucks,Charlotte Hornets
2021-11-16T00:10:00Z,Washington Wizards,New Orleans Pelicans
2021-12-25T22:13:00Z,Phoenix Suns,Golden State Warriors
2022-03-10T03:11:05Z,Utah Jazz,Portland Trail Blazers
2022-03-27T22:10:47Z,Boston Celtics,Minnesota Timberwolves
2022-11-20T03:40:00Z,Los Angeles Clippers,San Antonio Spurs
2022-11-22T01:10:00Z,Oklahoma City Thunder,New York Knicks
2022-11-20T00:10:41Z,Indiana Pacers,Orlando Magic
2022-01-26T00:10:19Z,Detroit Pistons,Denver Nuggets
2023-01-01T01:10:00Z,Oklahoma City Thunder,Philadelphia 76ers
2021-12-15T00:35:00Z,New York Knicks,Golden State Warriors
2022-01-20T03:10:00Z,Sacramento Kings,Detroit Pistons
2022-02-06T23:10:00Z,Dallas Mavericks,Atlanta Hawks
2022-03-06T23:10:26Z,Washington Wizards,Indiana Pacers
2022-01-16T01:40:40Z,Boston Celtics,Chicago Bulls
2022-10-29T23:59:00Z,Milwaukee Bucks,Atlanta Hawks
2022-11-26T00:10:41Z,Orlando Magic,Philadelphia 76ers
2022-12-08T01:10:00Z,Milwaukee Bucks,Sacramento Kings
2021-11-17T03:30:00Z,Los Angeles Clippers,San Antonio Spurs
2021-10-27T23:40:38Z,Toronto Raptors,Indiana Pacers
2022-04-08T01:10:00Z,Denver Nuggets,Memphis Grizzlies
2021-12-30T01:11:04Z,Memphis Grizzlies,Los Angeles Lakers
2021-11-23T00:10:00Z,Washington Wizards,Charlotte Hornets
2021-12-01T00:40:40Z,Toronto Raptors,Memphis Grizzlies
2022-12-14T02:10:00Z,Utah Jazz,New Orleans Pelicans
2021-12-30T01:10:18Z,Chicago Bulls,Atlanta Hawks
2022-02-09T01:40:00Z,Dallas Mavericks,Detroit Pistons
2022-01-22T00:10:36Z,Orlando Magic,Los Angeles Lakers
2022-03-27T02:10:00Z,Portland Trail Blazers,Houston Rockets
2022-03-23T00:10:42Z,Milwaukee Bucks,Chicago Bulls
2022-11-05T00:10:00Z,San Antonio Spurs,Los Angeles Clippers
2022-02-12T01:10:00Z,Chicago Bulls,Minnesota Timberwolves
2022-10-31T01:40:00Z,Los Angeles Lakers,Denver Nuggets
2022-02-28T03:10:00Z,Los Angeles Lakers,New Orleans Pelicans
2023-01-05T01:10:00Z,New Orleans Pelicans,Houston Rockets
2021-11-20T03:10:00Z,Phoenix Suns,Dallas Mavericks
2022-04-08T23:30:00Z,Brooklyn Nets,Cleveland Cavaliers
2022-02-25T03:10:00Z,Sacramento Kings,Denver Nuggets
2022-01-15T01:12:19Z,Miami Heat,Atlanta Hawks
2022-01-05T00:40:00Z,New York Knicks,Indiana Pacers
2022-04-10T23:10:00Z,Philadelphia 76ers,Detroit Pistons
2021-11-11T01:10:44Z,Memphis Grizzlies,Charlotte Hornets
2022-11-27T01:00:00Z,San Antonio Spurs,Los Angeles Lakers
2021-12-07T03:10:00Z,Portland Trail Blazers,Los Angeles Clippers
2021-12-21T03:10:56Z,Golden State Warriors,Sacramento Kings
2022-03-10T01:40:00Z,San Antonio Spurs,Toronto Raptors
2022-02-16T00:30:00Z,Philadelphia 76ers,Boston Celtics
2022-10-27T23:41:29Z,Brooklyn Nets,Dallas Mavericks
2022-11-29T00:10:00Z,Philadelphia 76ers,Atlanta Hawks
2022-04-02T00:10:47Z,Memphis Grizzlies,Phoenix Suns
2022-11-08T00:30:00Z,Detroit Pistons,Oklahoma City Thunder
2022-03-30T23:10:00Z,Indiana Pacers,Denver Nuggets
2022-04-07T02:10:00Z,Los Angeles Clippers,Phoenix Suns
2021-12-09T03:10:15Z,Sacramento Kings,Orlando Magic
2021-12-28T01:10:00Z,Minnesota Timberwolves,Boston Celtics
2022-03-09T00:10:43Z,Orlando Magic,Phoenix Suns
2022-10-25T00:11:02Z,Memphis Grizzlies,Brooklyn Nets
2021-11-16T00:10:55Z,Detroit Pistons,Sacramento Kings
2021-12-09T03:40:00Z,Los Angeles Clippers,Boston Celtics
2021-12-29T00:10:00Z,Orlando Magic,Milwaukee Bucks
2022-01-18T00:10:23Z,Orlando Magic,Portland Trail Blazers
2022-01-20T02:10:25Z,Utah Jazz,Houston Rockets
2022-12-08T01:10:00Z,Memphis Grizzlies,Oklahoma City Thunder
2021-11-04T00:40:00Z,San Antonio Spurs,Dallas Mavericks
2022-01-15T00:05:00Z,Philadelphia 76ers,Boston Celtics
2021-12-09T03:10:00Z,Golden State Warriors,Portland Trail Blazers
2021-10-27T00:10:16Z,Oklahoma City Thunder,Golden State Warriors
2022-03-18T23:40:44Z,Cleveland Cavaliers,Denver Nuggets
2022-03-19T23:10:00Z,Charlotte Hornets,Dallas Mavericks
2022-04-11T00:40:50Z,Minnesota Timberwolves,Chicago Bulls
2022-11-26T01:10:44Z,Indiana Pacers,Brooklyn Nets
2021-12-14T02:10:00Z,Denver Nuggets,Washington Wizards
2022-11-03T23:10:59Z,Orlando Magic,Golden State Warriors
2022-01-12T00:40:32Z,Toronto Raptors,Phoenix Suns
2022-12-22T00:41:18Z,Boston Celtics,Indiana Pacers
2022-01-08T03:10:00Z,Portland Trail Blazers,Cleveland Cavaliers
2022-01-22T01:10:00Z,Washington Wizards,Toronto Raptors
2022-04-26T23:33:07Z,Memphis Grizzlies,Minnesota Timberwolves
2022-03-25T00:10:29Z,Milwaukee Bucks,Washington Wizards
2022-03-06T18:10:00Z,Boston Celtics,Brooklyn Nets
2022-01-18T01:40:48Z,Dallas Mavericks,Oklahoma City Thunder
2022-11-27T23:00:00Z,Orlando Magic,Philadelphia 76ers
2022-02-25T00:10:36Z,Detroit Pistons,Cleveland Cavaliers
2023-01-01T00:10:00Z,Charlotte Hornets,Brooklyn Nets
2021-11-13T00:40:40Z,Cleveland Cavaliers,Detroit Pistons
2022-01-29T01:10:27Z,Oklahoma City Thunder,Indiana Pacers
2021-11-25T01:10:00Z,Oklahoma City Thunder,Utah Jazz
2021-12-02T00:10:52Z,Orlando Magic,Denver Nuggets
2021-12-07T00:10:00Z,Charlotte Hornets,Philadelphia 76ers
2022-10-28T23:41:03Z,Toronto Raptors,Philadelphia 76ers
2022-11-27T23:11:53Z,New York Knicks,Memphis Grizzlies
2022-02-15T00:10:00Z,Washington Wizards,Detroit Pistons
2022-12-10T01:10:00Z,Memphis Grizzlies,Detroit Pistons
2022-01-26T03:00:00Z,Golden State Warriors,Dallas Mavericks
2022-12-08T00:41:06Z,Toronto Raptors,Los Angeles Lakers
2021-11-21T01:10:00Z,Minnesota Timberwolves,Memphis Grizzlies
2022-04-05T23:40:50Z,Toronto Raptors,Atlanta Hawks
2022-11-23T02:00:00Z,Denver Nuggets,Detroit Pistons
2022-04-28T23:30:00Z,New Orleans Pelicans,Phoenix Suns
2022-03-17T00:40:16Z,San Antonio Spurs,Oklahoma City Thunder
2022-03-02T01:10:00Z,Houston Rockets,Los Angeles Clippers
2022-02-12T00:10:00Z,Philadelphia 76ers,Oklahoma City Thunder
2022-11-27T21:10:00Z,Los Angeles Clippers,Indiana Pacers
2022-10-26T23:41:09Z,New York Knicks,Charlotte Hornets
2022-12-03T01:10:00Z,Memphis Grizzlies,Philadelphia 76ers
2022-03-28T23:41:04Z,Toronto Raptors,Boston Celtics
2022-02-27T20:46:02Z,Phoenix Suns,Utah Jazz
2022-01-06T00:40:00Z,Boston Celtics,San Antonio Spurs
2022-10-20T01:13:45Z,Utah Jazz,Denver Nuggets
2021-11-20T01:10:00Z,Milwaukee Bucks,Oklahoma City Thunder
2022-02-12T01:12:19Z,Chicago Bulls,Minnesota Timberwolves
2022-10-21T23:10:50Z,Indiana Pacers,San Antonio Spurs
2022-11-05T02:10:00Z,Minnesota Timberwolves,Milwaukee Bucks
2022-11-05T00:41:18Z,New Orleans Pelicans,Golden State Warriors
2021-12-28T02:10:00Z,Phoenix Suns,Memphis Grizzlies
2022-03-18T23:11:01Z,Philadelphia 76ers,Dallas Mavericks
2022-04-06T23:42:00Z,New York Knicks,Brooklyn Nets
2022-03-13T01:10:00Z,Miami Heat,Minnesota Timberwolves
2022-11-11T00:40:21Z,Atlanta Hawks,Philadelphia 76ers
2022-03-04T01:40:00Z,San Antonio Spurs,Sacramento Kings
2022-11-04T23:45:34Z,Boston Celtics,Chicago Bulls
2021-11-23T00:40:00Z,Atlanta Hawks,Oklahoma City Thunder
2021-11-13T03:16:00Z,Golden State Warriors,Chicago Bulls
2021-12-12T17:10:00Z,New York Knicks,Milwaukee Bucks
2021-12-31T00:10:00Z,Brooklyn Nets,Philadelphia 76ers
2022-12-31T02:14:00Z,Denver Nuggets,Miami Heat
2021-10-29T23:10:25Z,Toronto Raptors,Orlando Magic
2022-12-17T01:10:00Z,Chicago Bulls,New York Knicks
2021-10-30T23:40:00Z,Indiana Pacers,Toronto Raptors
2022-01-22T00:10:00Z,Philadelphia 76ers,Los Angeles Clippers
2021-11-25T01:10:46Z,Houston Rockets,Chicago Bulls
2022-01-10T02:40:00Z,Los Angeles Lakers,Memphis Grizzlies
2022-02-18T03:40:00Z,Los Angeles Clippers,Houston Rockets
2021-11-02T00:10:00Z,Minnesota Timberwolves,Orlando Magic
2021-11-16T01:10:00Z,Oklahoma City Thunder,Miami Heat
2022-02-06T03:10:00Z,Sacramento Kings,Oklahoma City Thunder
2021-12-01T00:35:00Z,Brooklyn Nets,New York Knicks
2022-03-20T22:10:17Z,Sacramento Kings,Phoenix Suns
2022-03-10T00:40:00Z,Miami Heat,Phoenix Suns
2022-01-29T00:40:00Z,Charlotte Hornets,Los Angeles Lakers
2022-01-21T00:30:00Z,Dallas Mavericks,Phoenix Suns
2022-12-08T03:10:00Z,Phoenix Suns,Boston Celtics
2022-03-21T00:10:56Z,Denver Nuggets,Boston Celtics
2021-10-28T02:00:00Z,Phoenix Suns,Sacramento Kings
2022-11-02T23:41:00Z,Miami Heat,Sacramento Kings
2021-11-15T02:40:00Z,Los Angeles Clippers,Chicago Bulls
2021-11-23T00:11:57Z,Washington Wizards,Charlotte Hornets
2021-11-23T00:40:00Z,Boston Celtics,Houston Rockets
2022-12-24T00:40:51Z,Atlanta Hawks,Detroit Pistons
2022-04-06T01:10:00Z,Denver Nuggets,San Antonio Spurs
2021-10-29T23:40:00Z,Brooklyn Nets,Indiana Pacers
2021-11-23T00:10:00Z,Cleveland Cavaliers,Brooklyn Nets
2022-12-04T01:40:00Z,Golden State Warriors,Houston Rockets
2022-04-03T22:10:19Z,Cleveland Cavaliers,Philadelphia 76ers
2022-04-18T01:15:47Z,Phoenix Suns,New Orleans Pelicans
2022-01-27T01:10:00Z,Chicago Bulls,Toronto Raptors
2022-12-16T02:00:00Z,Utah Jazz,New Orleans Pelicans
2022-01-06T00:45:32Z,Dallas Mavericks,Golden State Warriors
2022-03-13T23:10:48Z,Atlanta Hawks,Indiana Pacers
2022-02-16T00:40:00Z,Miami Heat,Dallas Mavericks
2022-04-06T00:10:00Z,Minnesota Timberwolves,Washington Wizards
2021-11-13T02:10:00Z,Denver Nuggets,Atlanta Hawks
2021-11-25T00:10:50Z,Orlando Magic,Charlotte Hornets
2022-11-26T01:00:00Z,Boston Celtics,Sacramento Kings
2022-12-24T00:30:00Z,Boston Celtics,Minnesota Timberwolves
2022-03-08T00:40:00Z,Miami Heat,Houston Rockets
2022-02-01T00:10:38Z,Philadelphia 76ers,Memphis Grizzlies
2022-02-09T03:05:00Z,Sacramento Kings,Minnesota Timberwolves
2022-03-21T23:00:00Z,Cleveland Cavaliers,Los Angeles Lakers
2022-11-19T01:40:00Z,Dallas Mavericks,Denver Nuggets
2021-11-27T03:00:00Z,Golden State Warriors,Portland Trail Blazers
2022-01-17T17:40:00Z,Boston Celtics,New Orleans Pelicans
2022-03-17T01:10:00Z,Utah Jazz,Chicago Bulls
2022-10-21T23:10:00Z,Indiana Pacers,San Antonio Spurs
2021-12-23T01:10:00Z,Chicago Bulls,Toronto Raptors
2021-12-16T00:11:20Z,Philadelphia 76ers,Miami Heat
2022-01-10T02:11:48Z,Portland Trail Blazers,Sacramento Kings
2021-12-15T00:40:47Z,Brooklyn Nets,Toronto Raptors
2022-01-03T00:10:00Z,Oklahoma City Thunder,Dallas Mavericks
2022-01-08T01:10:00Z,Houston Rockets,Dallas Mavericks
2022-05-19T01:00:00Z,Golden State Warriors,Dallas Mavericks
